submission__id,submission__name,submission__gcode,submission__print_time(s),simulation__print_time(s),simulation__print_time_with_acceleration(s),Log(print time),Log(sim),Log(sim w/ accel),simulation__layers_printed,simulation__layers_visited,simulation__xy_distance(mm),simulation__extrusion(mm),simulation__avg_speed(mm/s),simulation__avg_print_speed(mm/s),simulation__avg_travel_speed(mm/s),simulation__gcode_lines,simulation__mass(cm3),simulation__avg_layer_height(mm),Log(guess),xh-xbar squared,added error term for interval,Pred log low,Pred log high,Pred PT low (min),Pred PT high (min),PT guess (min),Actual time outside interval?,Pred low - guess,Pred high - guess
45900,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_LRed8pk_reoriented.gcode,4125,2289.39,2420.4167,8.3248212988,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
56418,Ken Huang 2 - ascii (repaired).stl,gcode/2016/12/14/Ken_Huang_2_-_ascii_repaired_reoriented_dLgAh50.gcode,5277,2199.73,2665.7073,8.5711130334,7.6960899045,7.8882247048,68,70,198217.4,11.13,130.23,112.72,156.57,44955,0.08,0.19,8.4406638348,0.0484852743,5.85827899926046E-05,8.2020084701,8.6793191995,60.8045065977,98.0007015465,77.1938100094,N,-21%,27%
47219,Chess and Checkers Set(Pawn.STL),gcode/2016/10/17/Pawn_reoriented_eXslHCf.gcode,3531,2248.89,2440.3606,8.1693363959,7.7181920401,7.7999010943,188,189,135092.75,4.1,118.08,61.88,139.32,53078,0.03,0.2,8.3557461831,0.0951829432,0.0001150057,8.1170840928,8.5944082734,55.8539099187,90.0228665777,70.9093017908,N,-21%,27%
34847,sigil.stl,gcode/2016/06/22/sigil_reoriented.gcode,6002,2057.15,2421.3147,8.699848026,7.6290768087,7.7920659361,23,25,160022.67,9.09,111.21,79.77,138.98,185690,0.06,0.18,8.3482131664,0.1000788971,0.0001209213,8.109550371,8.5868759618,55.4347031757,89.3473336555,70.3771477167,Y,-21%,27%
45233,TourbillonCage-A_1_1.stl,gcode/2016/10/03/TourbillonCage-A_1_1_reoriented.gcode,2122,1032.49,1143.0251,7.6601143192,6.9397286396,7.0414336233,35,37,81756.73,11.34,140.58,123.86,154.88,31922,0.08,0.19,7.6265269383,1.1384565665,0.0013755509,7.3877146406,7.865339236,26.9334788158,43.4232353143,34.198520267,N,-21%,27%
38131,Ethan-powerful_trug.stl,gcode/2016/07/20/Ethan-powerful_trug_reoriented.gcode,39797,20910.83,26979.912,10.5915468115,9.9480224856,10.2028478681,519,520,2089488.8,4.17,121.94,107.93,136.38,257575,0.03,0.15,10.6660298785,4.386634693,0.0053001927,10.4267505218,10.9053092352,562.508339402,907.7460628025,714.5731105952,N,-21%,27%
41961,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/29/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented.gcode,4129,2289.39,2420.4167,8.3257905259,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
41148,NVlogo-Whistle-positive (2).stl,gcode/2016/08/16/NVlogo-Whistle-positive_2_reoriented_Fkefq1D.gcode,3456,2018.9,2180.9714,8.1478671299,7.6103080876,7.6875256529,92,93,136295.61,4.05,108.36,77.01,143.48,41985,0.03,0.19,8.2477041936,0.1771507254,0.000214044,8.0090302984,8.4863780888,50.1333139499,80.8045702625,63.647473552,N,-21%,27%
48984,235992.stl,gcode/2016/10/28/235992_reoriented.gcode,15089,7476.64,9643.442,9.6217212805,8.9195387722,9.1740333778,158,159,713244.75,4.04,117.37,101.48,152.72,322362,0.03,0.16,9.6768888087,1.1355352282,0.0013720211,9.4380769315,9.9157006859,209.29241089,337.4293394134,265.7468719493,N,-21%,27%
52197,New_Part4.STL,gcode/2016/11/21/New_Part4_reoriented.gcode,8756,4226.91,5254.804,9.0774944586,8.3492265086,8.5668979848,229,230,371839.28,4.05,120.89,74.67,160.24,84640,0.03,0.29,9.0931659337,0.210203507,0.0002539804,8.8544872784,9.3318445889,116.7625886251,188.1990212775,148.2383381621,N,-21%,27%
40587,Complete Chess Set.STL,gcode/2016/08/19/Complete_Chess_Set_reoriented.gcode,37604,18199.22,23678.664,10.5348657067,9.809134015,10.0723296685,388,389,1705976.4,4.16,116.53,107.4,124.61,1102736,0.03,0.2,10.5405447567,3.8569473732,0.004660193,10.3013415021,10.7797480114,496.2088664991,800.6336279729,630.3027090355,N,-21%,27%
39787,Ben's Guitar Pick.STL,gcode/2016/08/02/Bens_Guitar_Pick_YcVTgNb_reoriented.gcode,1587,822.22,790.1643,7.3696007205,6.7120079991,6.6722408985,126,127,62716.74,7.51,150.92,43.78,176.32,9296,0.05,0.19,7.2715711225,2.0626058869,0.002492163,7.0326258474,7.5105163975,18.8833632902,30.4526139735,23.9801537276,N,-21%,27%
53208,Cool Lahdi (6).stl,gcode/2016/11/27/Cool_Lahdi_6_reoriented.gcode,2336,1313.3,1340.7545,7.7561953439,7.1802983326,7.2009877942,64,65,79086.24,6.09,116.2,73.79,151.01,24291,0.04,0.28,7.7799283384,0.8234303493,0.0009949175,7.5411613873,8.0186952895,31.4002804719,50.6202010727,39.8683898751,N,-21%,27%
53915,duck.stl,gcode/2016/11/30/duck_m9PMm2f_reoriented.gcode,860,447.62,414.20023,6.7569323892,6.1039446582,6.0263495042,33,35,25983.8,11.08,147.23,55.21,163.7,6010,0.08,0.18,6.6505867655,4.3350109898,0.0052378179,6.4113148247,6.8898587063,10.1448913393,16.3710436646,12.8872983627,N,-21%,27%
41424,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/22/NVlogo-Whistle-positive-X2_tA6mOSb_reoriented.gcode,4124,2289.39,2420.4167,8.3245788451,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
39908,assem11.STL,gcode/2016/08/03/assem11_reoriented.gcode,3144,1512.34,1824.5321,8.0532511535,7.3214133992,7.5090788496,36,38,135936.33,11.08,140.43,124.55,171.65,19510,0.08,0.18,8.0761387039,0.3592079264,0.0004340164,7.8374385911,8.3148388166,42.2284442732,68.067118448,53.6131375525,N,-21%,27%
56785,PP0085-RevA_Encoder-Cover.stl,gcode/2016/12/16/PP0085-RevA_Encoder-Cover_6gk38Iv_reoriented.gcode,3538,2039.54,2216.1213,8.1713168747,7.6204795712,7.7035137846,156,157,130531.5,6.07,116.86,52.84,171.95,40780,0.04,0.29,8.2630757868,0.1639477676,0.0001980914,8.024403793,8.5017477805,50.9099930188,82.0561048091,64.633394797,N,-21%,27%
39443,NVlogo-Whistle-positive-X2.stl,gcode/2016/07/28/NVlogo-Whistle-positive-X2_IzR4CLw_reoriented.gcode,4134,2289.39,2420.4167,8.3270007402,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
41615,PP0044-RevD_Camera-Mount.stl,gcode/2016/08/23/PP0044-RevD_Camera-Mount_tfxjlZ4_reoriented.gcode,10408,5674.97,6157.3223,9.2503300202,8.643820556,8.7253972705,482,483,435769.9,6.1,123.28,82.56,160.79,115439,0.04,0.3,9.2455531273,0.380662896,0.0004599395,9.0068499251,9.4842563296,135.9796664149,219.1840455114,172.6400109827,N,-21%,27%
34037,coonector_prong_with_hooks_flipped.STL,gcode/2016/06/15/coonector_prong_with_hooks_flipped_GDEApH8_reoriented_kOajPW4.gcode,10287,4657.72,6128.141,9.2386362411,8.446281337,8.7206467203,205,206,468306.9,4.14,127.68,105.63,157.12,158933,0.03,0.17,9.2409857692,0.3748234858,0.000452884,9.0022834078,9.4796881305,135.3601285553,218.1850527013,171.8533001792,N,-21%,27%
55022,PAE1-2(PAE1-2_Z 240-20.stl),gcode/2016/12/07/PAE1_Z_240-20_reoriented_g6hh4qn.gcode,13681,7534.9,8136.934,9.5237632879,8.9273008396,9.0041687296,804,805,612024.8,6.07,130.21,96.39,143.16,63205,0.04,0.3,9.5135745266,0.8023686085,0.0009694694,9.2748106076,9.7523384457,177.7656385401,286.5731663443,225.7052544883,N,-21%,27%
52667,16_SingleSandboxNoBuffer_Q5.stl,gcode/2016/11/23/16_SingleSandboxNoBuffer_Q5_mC2NaDk_reoriented_GNMQvqN.gcode,2991,1486.15,1726.5647,8.0033630586,7.3039441623,7.4538889908,51,53,130712.1,11.07,141.01,134.75,146.66,14202,0.08,0.19,8.0230770912,0.4284087799,0.0005176289,7.7843670138,8.2617871686,40.0457460373,64.5501606719,50.8424954239,N,-21%,27%
39317,palm 25p bigger.stl,gcode/2016/07/29/palm_25p_bigger_reoriented.gcode,28973,10167.31,13778.958,10.2741196408,9.2269329506,9.5308979249,225,226,1184516.2,6.2,146.33,136.09,162.43,508381,0.04,0.2,10.0199918493,2.0234479282,0.00244485,9.7810522073,10.2589314913,294.9210357552,475.6046439288,374.5207793934,Y,-21%,27%
43903,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_eLrCR6Q_reoriented.gcode,4138,2289.39,2420.4167,8.3279678583,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
49246,445131-2.STL,gcode/2016/11/01/445131-2_reoriented.gcode,3067,1510.17,1801.9102,8.0284551641,7.3199775063,7.4966026034,49,51,136954.92,11.14,143.22,136.23,147.6,45527,0.08,0.18,8.06414357,0.3743185993,0.000452274,7.8254412814,8.3028458587,41.7248435151,67.2556679337,52.9738824331,N,-21%,27%
36863,PP0020-RevB_Spool-Cap.stl,gcode/2016/07/13/PP0020-RevB_Spool-Cap_IUzrWDA_reoriented.gcode,3103,1739.58,1977.6246,8.0401246644,7.4613989838,7.5896517065,48,50,127887.63,11.15,120,112.12,129.1,40538,0.08,0.28,8.1536044886,0.269118908,0.0003251655,7.914917349,8.3922916283,45.6303372916,73.5486480904,57.9314216959,N,-21%,27%
42611,Introduction to Circuits and Programming(Pen Holder),gcode/2016/09/08/penholder_reoriented.gcode,7867,2962.91,3773.0125,8.9704320743,7.9939271725,8.235629033,271,273,355157.88,9.13,155.73,136.31,175.47,68851,0.06,0.16,8.7746714641,0.0161825388,1.95527051769931E-05,8.5360207519,9.0133221763,84.9171597129,136.862615219,107.8053085672,N,-21%,27%
53322,PAE1(PAE1_Z 30-20.stl),gcode/2016/11/28/Z_30-20_reoriented_ESyZp4M.gcode,2801,1578.33,1647.3994,7.9377317753,7.364122605,7.4069532023,104,105,112509.81,6.02,125.66,87.3,152.99,11610,0.04,0.29,7.9779512532,0.4920534583,0.0005945282,7.7392320115,8.2166704948,38.2784643421,61.7025915593,48.5991815859,N,-21%,27%
45889,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_LRed8pk_reoriented.gcode,4123,2289.39,2420.4167,8.3243363327,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
55827,alexandra3.stl,gcode/2016/12/12/alexandra3_reoriented.gcode,24151,12626.25,16301.482,10.0920810661,9.4435332591,9.6990113029,420,421,1196227.6,4.32,124.13,101.39,141.9,391581,0.03,0.16,10.1816223942,2.529985704,0.0030568791,9.9426098953,10.4206348931,346.6325666028,559.0787449874,440.2214219095,N,-21%,27%
42245,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/31/NVlogo-Whistle-positive-X2_uhp9arQ_reoriented.gcode,4125,2289.39,2420.4167,8.3248212988,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
41986,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/29/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented_QcYT0OK.gcode,4123,2289.39,2420.4167,8.3243363327,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
45878,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_SlBN5za_reoriented.gcode,4134,2289.39,2420.4167,8.3270007402,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
49507,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/02/NVlogo-Whistle-positive-X2_reoriented_uDAbWqO.gcode,4150,2289.39,2420.4167,8.3308636132,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
38656,220777 Test Magazine 2 Snap On Top Bend.STL,gcode/2016/07/25/220777_Test_Magazine_2_Snap_On_Top_Bend_eKy6Clr_reoriented.gcode,12861,6019.26,7935.0103,9.4619547553,8.7027196072,8.979039931,62,64,652498.7,11.11,152.66,143.12,179.67,146084,0.08,0.18,9.4894147515,0.7579818071,0.0009158387,9.2506572225,9.7281722806,173.5234346526,279.7308017342,220.3176104968,N,-21%,27%
38227,NVlogo-Whistle-positive-X2.stl,gcode/2016/07/20/NVlogo-Whistle-positive-X2_udOvY5z_reoriented_N49bj4Y.gcode,4331,2289.39,2420.4167,8.3735537412,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54929,PP0052-RevA_Blower-Mount.stl,gcode/2016/11/28/PP0052-RevA_Blower-Mount_reoriented.gcode,2440,1367.34,1420.2463,7.7997533183,7.2206225256,7.2585855863,25,27,84850.98,11.15,114.22,91.63,141.99,22498,0.08,0.26,7.835305029,0.7222158534,0.0008726241,7.5965526491,8.0740574089,33.1886545415,53.5016688396,42.138443309,N,-21%,27%
37062,PP0018-RevC_Spool-Mount-Base.stl,gcode/2016/07/13/PP0018-RevC_Spool-Mount-Base_s2xyqh2_reoriented.gcode,5865,3462.16,3976.2878,8.6767577611,8.1496479507,8.2881039495,87,88,253862.7,6.42,116.98,111.86,124.33,71372,0.05,0.29,8.8251228288,0.0322868878,3.90109366764196E-05,8.5864697971,9.0637758604,89.3110512877,143.94500231,113.3837708136,N,-21%,27%
35811,Weight Holder.STL,gcode/2016/07/05/Weight_Holder_pPqPSeQ_reoriented.gcode,5420,2829.41,3438.8013,8.5978510944,7.9478234883,8.1428782303,422,423,301007,6.06,148.82,106.04,156.55,120794,0.04,0.15,8.6854973428,0.0011874782,1.43478173469876E-06,8.4468487903,8.9241458953,77.6727298121,125.1860878439,98.6080380969,N,-21%,27%
45423,grand_elzing-turing.stl,gcode/2016/10/05/grand_elzing-turing_reoriented.gcode,10240,2936.22,3593.5647,9.2340568986,7.9848783188,8.1868999415,55,57,261427.58,11.14,126.16,96.51,153.62,256529,0.08,0.19,8.7278214769,0.0061593485,7.44209087402182E-06,8.4891722083,8.9664707455,81.0306636081,130.5982978216,102.8711171251,Y,-21%,27%
43352,mighty_kup (1).stl,gcode/2016/09/19/mighty_kup_1_reoriented_8XorBtN.gcode,11837,5361.38,7344.066,9.378985498,8.5869766836,8.9016479192,259,260,591681.7,4.02,130.67,121.43,156.05,130178,0.03,0.2,9.4150071513,0.6292130308,0.0007602526,9.1762681611,9.6537461414,161.0836183674,259.6673994365,204.519349386,N,-21%,27%
45938,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_LRed8pk_reoriented.gcode,4130,2289.39,2420.4167,8.326032686,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
53692,Piano_lid_prop.stl,gcode/2016/11/29/Piano_lid_prop_reoriented.gcode,761,421.78,375.59958,6.6346333579,6.0444838511,5.9285236291,15,17,21554.09,11.09,140.66,56.94,158.21,2130,0.08,0.16,6.556533278,4.7519413201,0.0057415779,6.3172014505,6.7958651055,9.2336727915,14.9023742113,11.730458102,N,-21%,27%
45736,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/11/NVlogo-Whistle-positive-X2_reoriented_twaqR2X.gcode,4127,2289.39,2420.4167,8.3253060298,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
40040,PP0049-RevA_Purge-Collector.stl,gcode/2016/08/04/PP0049-RevA_Purge-Collector_eGhjUXe_reoriented.gcode,27559,10622.93,13950.251,10.22408444,9.2707701513,9.5432527799,826,827,1320803.4,6.09,150.01,134.57,177.41,295690,0.04,0.2,10.0318702731,2.0587496267,0.0024875037,9.7929255529,10.2708149934,298.4436060837,481.2902080029,378.9960227353,N,-21%,27%
42672,PP0057-RevA_Encoder-Cover.stl,gcode/2016/09/08/PP0057-RevA_Encoder-Cover_reoriented.gcode,4522,2585.82,2739.4238,8.4167096528,7.8577979513,7.9155028853,167,168,161534,6.09,116.56,54.24,166.93,47025,0.04,0.29,8.4668901068,0.0372164054,4.49670727906322E-05,8.2282363652,8.7055438485,62.4203786464,100.6047311896,79.2450971006,N,-21%,27%
37317,PP0047-RevA_Purge-Collector-Mount.stl,gcode/2016/07/19/PP0047-RevA_Purge-Collector-Mount_QiYf8LB_reoriented_rsTT5cI.gcode,5681,2946.89,3362.4014,8.6448825526,7.9885056559,8.1204107001,231,232,228327.45,6.03,126.19,93.3,159.92,68538,0.04,0.29,8.6638962114,0.0001438147,1.73765427380997E-07,8.4252478093,8.9025446136,76.0129140129,122.5109056049,96.5008338481,N,-21%,27%
46451,Chair_deconstruct_cusionarms-65.stl,gcode/2016/10/12/Chair_deconstruct_cusionarms-65_reoriented.gcode,3921,2161.56,2566.4314,8.2741020023,7.6785854622,7.8502716526,34,36,167844.55,9.08,113.49,97.83,141.16,32295,0.06,0.18,8.4041743385,0.066639756,8.05181136485445E-05,8.1655163591,8.6428323179,58.625619674,94.4894091418,74.4278184791,N,-21%,27%
41455,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/22/NVlogo-Whistle-positive-X2_tA6mOSb_reoriented.gcode,4129,2289.39,2420.4167,8.3257905259,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
47085,PP0038-RevB_Filament-Tube-Bender.stl,gcode/2016/10/16/PP0038-RevB_Filament-Tube-Bender_reoriented.gcode,1444,779.25,783.1246,7.2751723195,6.6583319186,6.6632918149,28,30,47829.16,11.52,125.22,85.56,146.01,12961,0.08,0.26,7.2629671358,2.0883909186,0.002523318,7.0240181516,7.50191612,18.7215185963,30.1918360317,23.7747138726,N,-21%,27%
56862,PAE1(PAE1_Y 150.stl),gcode/2016/12/16/Y_150_reoriented.gcode,5104,3214.45,3681.5706,8.537779825,8.0754115489,8.2110947336,71,72,212224.28,6.06,109.13,82.33,173.15,18295,0.04,0.28,8.7510832629,0.0105424244,0.000012738,8.5124333631,8.9897331628,82.9376234741,133.6719415159,105.2921324435,N,-21%,27%
49927,bea678 (4).stl,gcode/2016/11/03/bea678_4_reoriented.gcode,6420,4265.43,4962.7783,8.7671733967,8.3582982755,8.509721004,23,25,302265.56,11.35,110.61,105.72,135.84,11551,0.08,0.26,9.038193827,0.1610437601,0.0001945826,8.7995222515,9.2768654025,110.5179210475,178.1312860114,140.3092990628,Y,-21%,27%
56985,PAE1-2(PAE1-2_X 141.stl),gcode/2016/12/18/PAE1_X_141_reoriented_WtzAEcZ.gcode,5010,3126.07,3537.7744,8.5191911941,8.0475319036,8.1712531078,71,72,206701.9,6.02,108.71,81.68,170.23,19191,0.04,0.28,8.7127780207,0.0039481974,4.77044674279362E-06,8.4741290706,8.9514269708,79.8208308283,128.6483108109,101.3351619803,N,-21%,27%
49404,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/02/NVlogo-Whistle-positive-X2_reoriented_5AE2tEI.gcode,4116,2289.39,2420.4167,8.322637097,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
41305,customizable_vacuum_crevice_tip_20160820-16102-1vfm202-0.stl,gcode/2016/08/20/customizable_vacuum_crevice_tip_20160820-16102-1vfm202-0_reoriented.gcode,5389,3458.23,3768.3037,8.5921151179,8.1485121765,8.2343802322,333,335,224937.16,9.11,117.24,53.93,132.42,164309,0.06,0.3,8.7734708199,0.0158663769,1.91706995805272E-05,8.5348201533,9.0121214866,84.8152694658,136.6983843037,107.6759504265,N,-21%,27%
50255,amazing_bigery (3).stl,gcode/2016/11/08/amazing_bigery_3_reoriented.gcode,33603,19524.52,22853.574,10.4223706277,9.8794263905,10.0368627955,397,398,1831055.5,4.06,113.01,100.53,140.27,194132,0.03,0.15,10.5064455668,3.7188976909,0.0044933932,10.2672621503,10.7456289833,479.5832933653,773.7775437684,609.1722110968,N,-21%,27%
53359,PAE1(PAE1_X 94.stl),gcode/2016/11/28/X_94_reoriented_38aWCgN.gcode,3685,2253.71,2440.5679,8.2120258046,7.7203330262,7.7999860371,71,72,148544.97,6.02,111.44,82.72,170.88,14920,0.04,0.28,8.3558278503,0.0951305378,0.0001149424,8.1171657676,8.5944899331,55.8584719626,90.0302181198,70.915092996,N,-21%,27%
34599,distanceholders_multiplesizes.stl,gcode/2016/06/21/distanceholders_multiplesizes_reoriented.gcode,30601,9184.38,11258.45,10.3287879671,9.125259494,9.3288742368,308,309,876390.75,6.16,128.21,133.4,125.87,941201,0.04,0.17,9.8257586529,1.4895123891,0.0017997174,9.5868958326,10.0646214733,242.8760595805,391.6140980275,308.4050729237,Y,-21%,27%
50343,PP0040-RevA_Removal-Support-PRINT.stl,gcode/2016/11/09/PP0040-RevA_Removal-Support-PRINT_reoriented.gcode,9506,5506.2,6821.3555,9.1596784572,8.6136300091,8.8278134848,84,85,506723.53,6.25,129.25,124.7,148.39,58677,0.04,0.29,9.3440199401,0.5175292523,0.0006253096,9.1052970303,9.5827428499,150.0475836397,241.8694910957,190.5044164713,N,-21%,27%
45105,Optimization(1x3 Box),gcode/2016/09/30/1x3_Box_reoriented.gcode,5480,3124.32,3679.3164,8.6088603799,8.0469719385,8.210482253,80,81,267903.12,4.02,115.19,101.07,143.8,27045,0.03,0.19,8.750494401,0.010417025,1.25864687529282E-05,8.5118445192,8.9891442828,82.8888005403,133.5932479591,105.2301481688,N,-21%,27%
50738,corner_connector.stl,gcode/2016/11/15/corner_connector_xjWtBec_reoriented.gcode,1478,908.26,918.44434,7.2984451015,6.8115306812,6.822681304,91,92,53888.59,4.05,132.86,36.12,162.86,15782,0.03,0.19,7.4162102047,1.6531199437,0.0019973978,7.1773238421,7.6550965672,21.8233234279,35.1896499898,27.71200305,N,-21%,27%
38098,turtle maliwangolin battery.stl,gcode/2016/07/19/turtle_maliwangolin_battery_reoriented.gcode,28947,14013.24,19072.89,10.2732218507,9.547757876,9.856023234,154,155,1465958.8,4.15,121.98,112.56,141.23,202644,0.03,0.18,10.3325795891,3.0541225694,0.0036901724,10.0934917254,10.5716674528,403.0848812175,650.227882932,511.9541277848,N,-21%,27%
57297,NVlogo-Whistle-positive-X2.stl,gcode/2016/12/21/NVlogo-Whistle-positive-X2_HBbekL1_reoriented.gcode,4401,2402.81,2576.2644,8.3895870668,7.7843941648,7.8540957217,64,65,161827.45,6.04,117.73,82.96,154.63,51252,0.04,0.28,8.4078509428,0.0646800373,7.81502650809007E-05,8.1691932456,8.6465086399,58.8415762066,94.8374219515,74.7019637694,N,-21%,27%
47783,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/19/NVlogo-Whistle-positive-X2_e801SQa_reoriented_u50Bygo.gcode,4132,2289.39,2420.4167,8.3265168302,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
36471,Screw.STL,gcode/2016/07/12/Screw_reoriented.gcode,7269,4509.75,4812.5356,8.8913740095,8.4139969986,8.478979376,322,323,245978.2,4.06,103.25,39.15,142.09,137659,0.03,0.2,9.0086376658,0.1373154186,0.0001659126,8.7699695076,9.2473058241,107.2996025348,172.942861889,136.222980227,N,-21%,27%
51496,PAE1(PAE1_Z 100-20.stl),gcode/2016/11/18/Z_100-20_reoriented_Ybloe2s.gcode,5831,3276.33,3400.85,8.6709437912,8.0944791725,8.1317806794,337,338,257559.38,6.02,130.37,89.56,145.52,22176,0.04,0.3,8.6748277385,0.0005457949,6.59461883358219E-07,8.4361792785,8.9134761986,76.8484050945,123.8574907286,97.5615222385,N,-21%,27%
43753,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_uu6ykNV_reoriented.gcode,4122,2289.39,2420.4167,8.3240937615,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
43291,PP0045&PP0058-RevB&A_Foam-Mount-PRINT.stl,gcode/2016/09/18/PP0045PP0058-RevBA_Foam-Mount-PRINT_reoriented.gcode,37076,23915.74,26300.693,10.520725139,10.0822920986,10.1773505676,671,672,1337059.6,6.08,85.63,55.59,139.43,223980,0.04,0.3,10.6415158118,4.2804802118,0.0051719306,10.4022517047,10.8807799188,548.8949868989,885.7505428404,697.268981533,N,-21%,27%
57496,NVlogo-Whistle-positive-X2.stl,gcode/2016/12/22/NVlogo-Whistle-positive-X2_reoriented.gcode,4403,2402.81,2576.2644,8.3900414058,7.7843941648,7.8540957217,64,65,161827.45,6.04,117.73,82.96,154.63,51252,0.04,0.28,8.4078509428,0.0646800373,7.81502650809007E-05,8.1691932456,8.6465086399,58.8415762066,94.8374219515,74.7019637694,N,-21%,27%
44560,PP0045&PP0058-RevB&A_Foam-Mount-PRINT.stl,gcode/2016/09/23/PP0045PP0058-RevBA_Foam-Mount-PRINT_reoriented.gcode,36838,23915.74,26300.693,10.5142852001,10.0822920986,10.1773505676,671,672,1337059.6,6.08,85.63,55.59,139.43,223980,0.04,0.3,10.6415158118,4.2804802118,0.0051719306,10.4022517047,10.8807799188,548.8949868989,885.7505428404,697.268981533,N,-21%,27%
